desempleado,edad,sexo,educacion,area,fexp
1,22,0,6,1,307.7162153876
1,47,0,11,1,381.7308537658684
0,61,0,19,1,87.98988103822876
1,56,1,0,0,108.48467589341422
0,51,1,7,1,363.4539551053651
1,22,0,11,1,268.8968724228662
1,52,0,9,1,138.99238663691327
0,47,0,9,0,399.883362766555
0,48,0,16,0,346.96489351126826
1,31,1,0,1,108.80414578228707
1,42,0,4,1,298.1257693325974
0,32,0,4,1,125.0811821551845
1,61,1,7,1,186.92049170532127
0,35,1,6,0,269.3062153981414
0,25,0,10,0,62.07076897767584
1,31,1,12,1,50.06197357006509
0,42,0,16,0,177.06398898527732
1,30,0,0,1,88.69138101777078
0,53,1,18,0,159.67115128082293
0,26,0,5,1,369.37568186367093
1,18,0,1,1,365.7108932766612
0,50,0,12,1,367.7986943285751
1,21,1,3,1,322.5851910557342
0,63,1,2,0,155.07242914664192
1,21,1,8,0,319.324950171004
0,49,1,3,1,224.0557254925168
1,24,0,3,1,164.78088864824875
0,52,0,2,1,182.44185768788142
0,19,0,7,0,238.0059864417374
0,26,1,19,0,350.2851709138027
1,30,1,2,1,277.0332133928474
0,42,0,8,1,74.04550644883179
0,55,0,10,1,196.20771892026272
1,52,1,10,0,74.48751270424098
1,23,1,2,1,290.7367921452077
1,36,1,2,1,145.05573292951394
1,31,0,14,1,214.748044359259
0,21,1,18,0,131.27533691565424
0,34,1,13,0,56.77430448283604
0,21,1,15,1,350.33023027018635
0,41,1,13,1,267.6828737081812
1,40,1,14,1,388.5257609842559
0,56,0,15,1,89.97819694419354
0,26,0,15,1,62.513242775078915
1,49,1,19,0,85.8401347353367
0,64,1,0,1,335.3863296379318
0,34,0,2,1,312.9387841774039
1,60,1,13,1,395.0266395627533
1,20,0,12,1,385.35404684544426
0,41,1,10,1,155.20674955710228
1,58,1,5,0,166.38482693475225
1,23,1,14,1,146.91695646816754
1,63,1,7,1,160.32082503266912
0,45,1,13,1,153.50612985928672
1,64,1,0,1,231.36568907917882
0,45,1,8,1,311.0620251074006
0,59,1,8,0,167.79809046076426
1,45,1,11,0,78.72310437163915
0,33,1,2,1,84.88669602316646
0,25,1,6,1,233.7073867733152
0,51,0,16,0,181.27935396370663
0,20,1,8,1,321.8159585226641
1,51,0,19,1,346.4134655453887
0,21,1,17,1,319.2615699023963
1,21,1,3,1,258.94765453395075
0,24,0,12,0,179.13238295048143
0,22,0,16,1,171.44259687283824
0,20,1,9,0,244.52454608784882
0,23,1,2,1,181.2103302880049
1,30,0,12,1,109.40239029625877
0,57,1,17,1,358.4000372690018
0,60,0,8,0,320.6225401716091
1,26,0,5,1,156.36062347741057
0,19,1,9,1,279.9731728973416
0,38,1,10,1,209.82269673622565
0,55,0,5,0,373.77477250710257
0,35,0,0,1,222.46180646900703
0,59,1,13,1,270.7348350813162
0,32,0,0,1,360.43262801164553
1,40,0,15,1,158.98556762046312
0,52,0,17,1,381.501041879487
1,25,0,19,1,225.44174815005184
1,18,0,17,1,72.22456856335744
0,24,1,6,0,105.18661042106942
1,25,1,7,0,335.59152791038724
0,30,0,10,1,256.28644425335494
0,46,0,15,1,273.5353049137117
0,20,0,0,1,170.46232921479856
1,32,0,13,1,375.8610283503386
1,20,0,11,1,189.68961038220883
0,42,0,13,0,324.4396884430376
0,33,0,3,1,274.71383133911274
1,62,0,0,0,225.7544935413626
1,45,1,10,1,346.6419618767257
1,42,1,9,1,296.11608789425713
0,53,1,12,1,178.29690381998748
0,46,1,5,0,261.2403261216863
1,60,0,7,0,285.16919215588894
1,58,0,8,1,383.79442826507864
0,40,1,7,1,81.0732505906591
1,22,1,4,1,191.6317620056924
0,62,0,3,0,251.30236662201108
1,56,0,18,0,194.38618157881012
0,26,0,13,1,197.52583918769145
0,37,0,7,1,342.61382713362764
1,20,0,2,0,242.69085876328066
0,43,0,15,1,393.5518073944382
1,49,0,5,1,223.36366496372756
1,55,1,6,0,131.75514759329627
0,43,0,19,1,126.66905613538975
1,41,0,17,1,152.66520498539055
0,40,0,0,1,187.00961440915378
1,40,0,3,0,170.58721204518304
0,34,1,11,0,391.17845350225366
1,25,0,16,1,59.42930590827372
1,60,0,18,1,381.1831216340489
1,25,0,1,1,198.84477619814456
0,58,0,10,0,324.1271886790078
0,36,0,11,0,141.66729365775626
0,49,1,19,0,205.7224279033933
1,24,1,9,1,395.22156371020196
0,46,1,11,0,244.872747894095
1,32,0,16,1,180.777074871522
1,21,1,2,1,172.1037408777965
0,62,0,16,0,250.1447925635172
0,22,1,1,0,263.54429843467904
0,55,1,8,1,109.59315946985815
1,51,1,17,1,220.91017174206567
0,32,1,8,1,287.9192027450291
1,47,0,16,0,216.2989320453811
0,63,0,7,1,366.25177171885775
1,35,0,5,0,289.1519620006743
0,36,1,6,1,340.51082381190605
0,32,0,18,0,194.19494531253807
0,47,0,3,1,336.8995299462197
0,46,0,19,1,253.0434205076552
0,35,1,16,0,283.71993906304357
0,38,0,8,0,72.64036043212315
0,44,0,13,1,394.13709268223715
0,62,0,9,1,356.7040222722038
1,22,1,9,1,149.80871704552996
1,56,0,11,0,116.67286848845617
0,63,1,4,1,97.30650364221665
0,30,0,14,1,389.9033602921734
1,47,0,11,1,253.9897904672062
0,38,0,15,0,97.15805190275253
1,31,0,8,0,326.31808103672654
0,60,1,19,0,247.32600662366355
0,41,1,14,1,290.93534837144125
0,56,0,13,1,183.4023657140262
1,30,0,19,1,170.2807289092172
1,34,0,6,0,255.67244506350238
0,49,1,16,0,246.23595565644987
1,45,1,1,0,327.5307003489594
0,44,1,2,0,101.78452045890978
0,28,1,16,1,62.71628035107706
0,42,1,9,1,248.63643427000483
0,54,0,4,0,121.3671358687049
0,21,0,4,1,178.04660836188637
0,48,0,10,1,65.81196757639015
1,24,0,11,1,325.8825590399523
1,38,0,9,1,226.60852881973858
1,46,1,10,1,176.42476520393373
0,24,0,12,0,388.0075243237542
1,20,1,11,0,351.236712016439
1,34,0,19,0,346.07874126233634
0,37,1,6,1,265.15266252056415
1,39,1,17,0,198.83218105144374
0,58,1,17,1,196.15226250503162
1,22,0,6,1,246.6092940602431
0,31,0,6,1,238.66531856238763
1,61,1,13,1,233.69590577954582
0,36,1,2,1,75.72046493940442
1,40,1,5,0,174.04698317189747
0,55,0,0,1,75.99111366798238
0,56,0,3,0,352.4257294818415
1,45,1,16,0,100.34551792344115
0,57,1,18,1,251.44089058789424
0,30,1,18,1,203.36176882978552
1,34,0,18,0,280.73340115139194
0,35,1,5,1,285.55380603211916
1,53,0,4,0,51.10812957642857
0,34,1,17,1,388.04253338314743
1,48,0,18,0,353.8610477851575
1,20,0,16,1,153.72700877614182
1,64,1,14,0,65.67027421166543
0,56,1,11,0,294.21101084364983
1,48,0,18,1,337.4035385866007
1,39,1,8,1,349.67584259312116
0,45,1,3,0,177.9793951410059
0,52,0,9,1,127.88930701686543
1,29,1,12,1,137.3389218749647
0,20,1,11,0,323.6440388016762
0,61,0,0,1,62.48824318589151
1,36,1,4,1,201.3463048999581
1,20,1,1,0,394.7129674701186
0,36,1,0,1,195.05748960474722
1,41,1,2,0,275.49829634809333
0,64,1,15,1,106.40694762356057
1,52,0,15,1,301.691783186669
1,31,1,18,1,91.90584389507035
0,43,0,12,0,269.34344572833106
0,55,0,16,1,184.13464826351543
0,51,1,0,0,242.20130146291777
1,33,0,16,1,267.7890770120917
0,51,1,14,0,214.96218803610645
0,22,1,4,0,102.68374057020128
1,34,1,2,1,273.81347714883503
1,27,0,10,1,87.25744472551935
0,57,0,10,1,85.33143078886096
1,24,1,0,0,87.27884272922071
1,19,1,12,0,341.76860655162386
0,56,1,15,1,247.039423056685
0,39,0,4,0,82.30704780364599
1,33,1,6,1,380.9165092167531
1,37,0,18,0,375.00508806098816
1,27,0,4,1,250.286128428025
0,50,0,9,1,349.6937799557573
0,46,0,13,1,244.1769153689062
0,43,0,17,1,165.4060905613118
0,33,0,4,0,88.68538674178217
0,36,1,3,0,264.07454511055846
0,22,1,10,0,81.22973346839478
0,29,0,12,0,378.7785035819357
0,18,1,0,1,167.17806588866395
0,21,0,14,1,213.0120488832738
0,43,0,4,1,221.28489108565952
1,31,0,5,0,74.27355893992866
0,58,0,14,1,296.6835626200656
1,27,1,0,1,200.6268870817574
0,35,0,7,1,247.72945091761858
0,45,1,7,1,273.73400376830637
0,33,0,2,1,355.4923560699376
0,54,0,3,0,388.0899493780358
1,47,0,18,1,305.2084196811178
1,41,1,4,1,359.734292398073
0,35,0,13,1,52.45371191269925
0,59,1,11,1,374.4534379916646
1,41,0,1,1,308.41499833873723
1,48,0,11,1,266.3394817817664
0,50,1,17,1,348.116609675138
0,29,0,16,1,213.2432771395521
0,51,1,14,0,170.4747752180469
0,47,1,3,1,330.6487947480858
0,34,1,5,1,62.43904567816145
0,22,0,3,1,136.46566535466314
1,63,1,4,0,53.77574699778798
0,61,1,8,1,213.52426764355425
0,37,1,4,1,179.50114019746346
0,39,1,6,1,187.47911305855038
0,45,1,16,1,86.76938410945752
1,31,0,0,1,217.19068184288557
1,39,0,1,1,88.04526442105687
1,57,0,0,1,298.67505998600444
0,64,1,9,1,54.38262047389874
0,58,1,9,1,53.978817470300655
0,55,1,15,0,329.45875329251277
0,49,0,10,1,238.5671016470705
0,61,1,13,1,327.4646702047193
0,35,1,12,1,109.54119790752577
0,61,1,11,1,301.10401229783554
0,45,0,11,1,310.59748988531925
0,31,0,19,1,231.7207030620832
0,64,0,7,1,283.5326024529878
1,21,0,19,0,299.18073651563554
0,53,0,12,0,79.30253037598013
0,44,1,10,1,202.12835506735368
0,22,1,6,1,299.67288431103213
1,61,0,7,1,113.85600318050362
1,37,0,19,1,164.38366824109633
0,62,0,0,1,67.34600871146873
0,35,1,17,1,191.29907729993693
1,45,0,6,0,184.57888115339276
1,31,1,11,0,88.63005787612789
0,52,0,19,0,120.58658271448893
1,38,1,11,1,146.50414819225887
1,27,0,14,0,112.99834253635596
0,62,1,4,0,322.91833792101227
0,48,0,19,1,200.93666035946714
0,58,1,16,1,90.55964079728946
1,42,0,5,0,307.2984387637609
1,46,1,9,0,205.17292967031332
1,64,1,5,1,370.3884488953409
0,44,1,7,1,150.3586795841561
0,44,0,18,0,375.16580881851434
0,26,0,5,1,239.30908699539518
0,57,1,6,1,363.9642573309942
0,63,0,9,0,218.36668857548585
0,41,1,4,1,223.02552608518664
0,55,0,16,1,297.46439818642483
0,58,1,12,0,99.81306081070252
1,28,1,15,0,173.63864771670228
1,29,0,8,1,163.8620466273147
0,38,0,5,0,210.00534065242422
0,41,0,7,0,169.1480424613047
1,24,0,5,0,164.79041455876808
0,54,1,0,0,175.7223627202398
1,57,1,9,1,300.35462318536736
0,42,1,15,0,159.1834009118657
0,36,1,7,1,395.7879594284719
0,55,0,18,1,238.37112226194586
1,42,1,7,1,101.73540823963718
0,34,0,13,1,251.97137066323666
1,42,1,14,1,244.8529002868658
0,43,0,6,0,215.20971068984556
1,23,1,1,1,356.14813878819047
1,21,1,19,1,132.39828080074187
0,52,1,7,0,275.61384813425764
0,32,0,16,1,91.1830671652134
1,48,1,11,1,399.5748919548096
0,59,1,12,1,387.92172949363345
0,54,0,2,1,265.54070357922603
1,34,0,7,0,163.04610282360886
0,25,0,14,0,325.3983967985104
0,38,1,5,0,298.23849879528274
1,45,1,12,0,346.4989140081655
1,57,0,3,1,79.67913690689221
0,38,0,18,1,147.4272359641907
0,63,1,19,0,167.42900925916308
1,37,0,5,0,222.86764464716927
0,32,1,15,1,297.577223073968
1,40,0,15,0,389.91308782797785
0,51,0,12,0,384.58003957349604
1,21,1,0,1,97.10815995119219
1,30,0,14,0,74.55095483981214
1,27,1,0,1,215.6507794483748
1,39,1,13,0,168.87072244449985
1,56,1,15,0,232.50581836348385
0,25,1,17,0,206.10751217821405
1,30,1,0,1,110.79876362472191
1,31,1,6,1,164.9541645322691
0,20,0,13,0,192.03095747783112
1,24,1,7,0,220.96433529482536
1,56,0,13,0,371.70421034483
0,42,1,6,1,305.3095935757673
0,45,1,15,0,145.3826773862482
0,22,1,7,0,183.63984952244576
0,60,1,18,1,302.10707209616646
1,41,0,0,1,137.48742608222324
1,28,0,18,1,265.990606124468
0,59,0,10,1,361.4452095088213
0,35,1,14,1,260.3204027425378
0,25,1,17,0,258.14868141152374
0,42,1,13,1,278.2460094512776
0,35,1,10,1,265.91469930401047
0,61,0,10,1,157.33784463780398
1,43,0,10,1,125.51477696351338
1,25,0,5,1,306.8326384544988
0,59,0,19,0,293.1593309416912
0,34,1,5,1,216.81038257744024
0,60,1,6,1,123.25874504790393
1,29,0,4,0,111.18597036363445
1,43,0,9,1,364.1826289851542
0,39,0,15,1,135.69839310114094
0,28,0,2,0,121.52208515270068
1,24,1,19,0,286.95627503714843
0,43,0,18,1,327.5135688697377
0,63,1,6,1,93.91044505903331
0,38,1,17,0,260.2757152218893
0,63,1,18,0,310.5122286469121
1,43,0,14,1,388.87519207134164
0,22,0,15,1,378.3635085094831
1,42,0,2,1,292.91073318183834
0,57,1,11,0,390.8184446827788
0,64,0,1,0,239.62263455413392
0,29,1,11,0,251.30778717395512
0,31,0,0,1,74.08634707785541
0,55,0,11,1,113.73022998608995
0,61,0,8,0,227.76743694546894
0,34,1,0,1,195.3884149430098
0,36,1,18,1,324.0429051140798
1,18,1,12,1,371.5662489585567
1,36,0,16,0,136.505101910215
1,29,0,0,0,165.82176100814905
1,18,1,5,0,84.59442048645954
0,62,1,7,0,308.1820004536943
1,34,1,13,0,254.1124240547354
0,37,1,3,0,185.4130095477036
1,33,0,5,1,53.54916945955072
1,38,0,1,0,367.797807212089
1,64,0,16,0,264.0298381049441
0,47,1,13,0,91.35465016315217
0,54,0,10,1,260.48963850358774
0,37,0,16,0,233.01267684293452
0,56,0,7,1,165.3440928586889
0,25,0,12,0,127.7624287240914
1,52,1,0,0,348.0947309629881
1,55,0,8,0,393.8344509287786
1,58,0,11,1,275.36731785081304
1,22,0,14,0,345.2107382161137
0,53,0,11,0,121.01699367751782
1,42,1,18,1,262.9971412037945
0,43,1,16,0,297.4488069485117
0,52,1,10,1,274.4145654615195
1,25,0,16,0,150.1092862595497
1,18,1,10,0,289.27587881623435
1,62,0,1,1,169.32320760547148
1,43,0,15,0,375.4966419601637
1,32,0,18,1,145.92566013415558
0,24,0,9,1,342.61501703350393
0,64,0,15,1,81.48616520339368
1,30,0,2,1,371.51875775464333
1,36,1,15,1,193.90589720748196
1,42,1,1,1,116.51233833435239
0,50,0,11,0,107.5946236262373
0,47,0,17,1,147.61827448112507
0,22,1,14,0,285.4761308791127
1,24,0,6,0,279.89047770512536
0,60,1,19,0,360.4737269160591
0,21,0,3,1,162.56908997920237
0,42,1,15,1,308.17402381254624
0,53,0,14,0,136.52813380475078
0,18,0,16,1,277.5784412396132
0,21,0,6,1,225.47167888720293
0,47,0,5,1,209.7100281811415
0,33,0,6,1,398.2988254356892
1,26,0,3,1,125.79179665733207
1,22,0,9,1,379.1207347550036
0,45,0,18,1,225.93479847160143
0,34,1,16,1,130.62088125767016
0,37,0,9,0,390.6324811349446
0,29,0,15,1,75.07585385780115
1,62,0,4,1,264.9953125718897
0,24,0,14,1,318.76021976800183
1,52,1,11,0,259.6903237988415
1,57,0,11,1,284.8957037784371
0,25,1,8,0,173.61361642430086
0,44,0,15,1,308.42226683862265
0,45,1,1,1,233.03781024407027
1,43,1,16,0,51.64723758160518
0,18,1,9,0,365.7892981689003
0,40,0,4,1,151.61210244054217
0,57,1,1,0,188.51080727150466
1,32,0,2,1,311.33452758945475
1,45,0,3,1,105.74896438497845
0,28,1,17,1,260.92737861636385
1,41,0,8,1,118.33279807020264
0,60,1,6,1,163.04914802773015
0,44,0,7,0,203.0858879453395
1,22,1,13,1,239.1853280807707
0,20,0,15,1,218.50667751930243
0,61,0,5,0,368.7678873592076
0,38,1,16,1,92.50521387119393
1,60,0,19,1,219.19567743587137
0,48,1,10,0,344.7464367659449
1,33,1,13,0,394.17431172390377
0,27,0,9,0,278.14651857887526
0,32,1,18,1,59.90690456089479
1,46,0,3,1,397.07956456153704
1,43,1,7,1,297.3973629801091
1,52,0,14,1,76.01943671261606
0,47,1,18,1,231.32878518179103
0,59,0,15,1,224.1745170931323
0,39,0,13,1,287.73132649399315
1,42,0,9,1,80.10112849207697
0,56,0,19,0,136.10802599326007
0,20,1,15,0,341.10496394082685
1,40,0,14,1,388.4327206606748
0,38,0,1,1,136.09223688817394
0,43,1,12,0,334.88116115477146
0,20,1,14,1,157.6043612095564
1,20,1,8,1,282.56724644789085
1,49,0,16,0,230.79184149309694
1,46,0,15,0,243.3543939909405
0,39,0,2,0,61.800163474506334
1,53,0,4,1,238.26015929513707
1,23,0,1,1,194.0062574213058
0,60,0,18,0,305.00265179683606
1,36,0,3,1,341.5389567049302
1,29,0,3,1,201.91791777181
0,40,0,8,1,63.663613312387845
0,59,0,15,1,241.37691672476515
0,52,1,17,0,270.64729419667594
1,26,0,18,1,295.2041198275159
0,27,1,8,1,333.50424513849856
0,49,1,18,0,290.9108286903378
1,50,0,3,1,285.5022405698129
1,64,1,7,1,147.17395222271995
0,58,1,4,0,309.67346524239827
1,22,0,8,0,78.813884588003
0,54,0,8,1,263.77723209805447
0,52,1,3,1,106.67575252724804
0,60,0,15,0,111.09411570090646
0,52,1,18,1,101.22144917143808
1,60,0,14,0,221.36901390169888
1,35,0,2,1,300.62326160893326
0,26,0,12,1,342.65229203296076
0,54,0,15,1,167.95596989251754
0,49,0,6,0,391.7250135101427
0,64,1,4,0,135.92734195201382
0,37,0,10,0,326.5961518652222
1,31,1,0,0,279.8822917399126
0,53,0,8,0,231.7108985135486
1,32,0,10,1,303.85510652951336
0,24,0,10,1,63.91251076262942
0,61,1,11,1,185.0817047787351
1,62,1,11,1,129.03533959411374
1,42,1,14,1,338.45995488860723
0,49,0,7,1,111.1957381761768
1,27,0,19,1,68.01619204690604
0,49,1,13,0,175.2795918163731
0,30,0,18,0,112.80111428568237
0,29,1,17,0,154.84829412801093
0,43,0,11,0,292.20356881934043
0,39,1,2,0,97.43456839015906
1,39,0,19,1,268.84564498083256
0,31,0,4,1,191.41019290204562
1,22,0,12,1,373.89374964007555
0,37,0,5,1,156.59354849531513
0,20,1,16,1,320.5863104720315
1,24,0,4,0,158.254115057452
0,27,1,8,1,73.67757840955306
0,45,0,19,0,307.83141328880714
0,53,0,5,1,274.5911184592814
1,51,0,9,1,278.874874552901
0,60,1,19,1,373.0339477165716
1,51,0,13,1,144.75527012062707
0,47,1,0,1,148.37400793587545
1,57,1,8,1,370.9576571452158
1,18,1,7,0,109.42167311111677
0,59,1,14,0,85.19171129826614
1,19,0,13,1,136.66609310227142
0,63,0,18,0,312.0554102695625
0,35,0,16,0,174.8850805506592
0,25,1,18,1,193.0277358510454
0,61,0,4,1,283.20685519931976
1,19,0,6,1,343.99774930860934
1,41,0,2,0,244.6244576413507
0,58,1,9,1,312.47416587777695
0,34,0,11,0,175.6718944842575
1,44,1,4,1,151.97397794084452
1,55,1,8,1,136.7958679631961
0,52,0,11,1,229.7782998157071
0,21,0,9,0,335.3387911553918
0,31,0,8,1,302.9074485237483
0,38,1,18,0,266.866643116461
0,18,0,17,1,236.92533456316355
1,55,0,4,1,68.32314491817212
0,47,0,11,0,140.17443648858028
1,43,0,9,0,197.48328250696443
1,35,1,14,0,251.42822797410759
0,40,1,19,1,96.48731819858384
0,61,1,6,0,180.8283885002633
0,57,0,2,1,211.55895871450133
1,49,0,7,0,307.41059803063433
0,53,0,16,1,298.3945781802923
1,61,1,7,0,294.6240215119741
1,37,1,5,1,108.38374167876745
0,25,0,8,1,291.94321194124757
1,26,0,19,1,356.4960836226063
0,29,0,3,1,71.82736751945501
0,44,0,2,0,217.34084043687037
0,54,0,14,0,162.4652398854231
1,20,1,8,1,146.7178914748702
0,34,1,8,1,73.0123732309139
1,18,0,16,1,168.82185164246204
0,26,0,10,1,55.33486892759394
0,33,1,5,1,261.7984590128672
0,19,0,5,0,84.296344296655
0,19,1,10,1,336.4220852558749
0,60,1,4,1,293.1843244781004
0,46,0,18,1,349.4267152094489
1,44,0,7,1,53.59378176874397
1,58,1,11,1,51.06229871075658
1,53,0,4,1,88.78987174812073
0,64,0,11,1,228.4481683161946
0,39,0,6,1,92.48981326672438
1,41,1,7,0,220.31457362450612
0,18,0,17,0,352.9166661796353
1,38,1,12,0,237.39462978298732
1,39,1,15,1,226.705886779225
0,61,1,11,1,119.3463637530948
1,55,1,6,1,228.36878535985295
0,43,1,10,1,285.2034319975767
1,50,0,17,1,65.64182140656439
1,20,1,18,1,79.02446747010949
0,20,1,2,1,227.55615103900476
0,59,0,9,1,82.74085740467477
1,20,0,13,0,93.99275555202394
0,18,1,13,1,311.1460245353487
0,44,0,7,1,297.08273420404083
1,44,0,12,0,218.5917037710264
0,24,1,10,1,357.2808921052834
0,61,0,8,1,350.42937853210606
0,56,0,15,1,299.4285803009731
0,43,0,11,1,96.63098849814689
0,48,1,11,1,142.75333902346057
0,38,0,11,0,182.91609343239864
1,38,1,3,1,392.97142119609964
0,64,0,1,1,238.3052444683846
0,38,1,9,1,160.26737386126996
0,27,1,6,0,172.5109698711858
0,25,0,9,1,179.1143282647544
1,20,0,12,1,283.60322472018447
1,57,1,8,1,329.1341432421577
0,54,1,18,1,327.6879581864027
0,56,1,14,1,371.9130569670058
1,35,0,14,1,294.2528994420717
1,19,0,4,1,222.44177751782905
1,23,1,9,1,240.65464091625233
0,25,0,13,0,208.94594798279044
0,63,0,6,0,257.7639796842786
0,36,0,18,0,159.32855830697156
1,27,0,12,1,282.0676625144507
1,47,1,12,1,387.0024181004396
1,23,1,2,1,343.47156768919854
1,45,0,7,1,348.4365239637689
1,54,1,1,1,342.40142660051305
0,45,1,17,1,247.3852396417383
0,60,1,12,1,170.77580800793066
0,32,1,18,1,68.3039922747295
0,39,1,14,1,113.77454545475331
0,33,0,11,0,299.70235140872694
1,51,0,6,1,301.1602444100539
0,59,1,10,1,319.98621360530586
1,28,1,3,1,138.64738390818485
0,50,0,6,1,285.50396064479423
0,43,0,15,0,309.3172061671215
1,46,1,8,1,177.65886377939472
0,64,1,15,1,391.49815797330905
0,27,0,14,0,73.25310844982431
1,52,0,17,0,379.2202300483458
0,55,1,5,1,139.87578640661525
1,25,1,1,1,96.275396059987
0,34,1,10,1,292.59442424516556
1,43,0,3,1,263.1068460351737
1,36,0,19,1,391.6814548840239
0,35,0,16,0,372.3890509886756
0,26,1,11,1,79.12132372448878
1,58,0,5,0,63.88867765839848
0,25,1,6,1,357.6043649773377
1,18,1,0,0,114.67084015699672
0,43,0,4,0,86.94708105552094
0,41,0,17,0,301.18563985247624
1,42,1,11,1,91.4872727426928
1,36,0,8,0,181.93955458757688
1,37,0,6,0,256.1377235673864
1,21,0,4,1,335.0702274640614
0,25,1,3,1,307.55240557129815
0,35,1,8,1,321.00544602016674
0,60,1,11,0,286.2230003644106
1,48,1,2,1,173.93773336012697
1,43,1,1,1,322.7918328444959
0,49,0,19,0,74.56667343416967
1,26,0,19,1,133.71906049512498
0,34,0,19,0,62.74389420732703
1,32,1,6,1,245.81267839901682
0,41,1,3,0,273.505039172286
1,54,0,7,0,302.37017806334524
0,28,1,2,0,286.5406369250437
1,24,1,5,1,217.0655993068196
0,37,0,6,1,367.0607998874783
1,43,1,15,0,130.06356240912214
1,32,0,15,0,122.20323599328697
0,19,0,6,1,348.4552306786289
0,32,1,14,0,64.57479640767497
0,57,0,8,1,78.80653332222815
0,54,0,0,1,284.58541427222656
0,34,1,18,1,319.0273293748098
0,51,0,1,0,339.14769169439666
0,64,0,17,0,172.1881924133687
0,20,0,16,1,358.8102194682127
1,35,1,16,1,394.20213660400555
0,41,0,6,1,360.4516791473569
1,53,0,13,1,386.2883989029355
0,35,0,17,1,102.48218091438163
0,43,1,15,1,147.20306518274523
1,36,0,11,1,287.08945718925963
0,23,0,19,1,255.37698437154287
1,39,1,10,1,334.6079165812984
0,45,0,9,1,297.1280548061003
0,38,1,12,0,269.2727246555643
0,48,0,7,1,141.11624297467517
1,64,1,8,1,177.36009828543112
0,38,0,19,1,306.09124140721735
1,21,1,3,1,355.2018062298583
0,59,1,12,1,190.73604851763082
1,19,1,1,1,122.14164173185462
0,60,1,9,0,195.29091560679726
0,57,0,11,0,388.3363228953234
1,33,0,2,1,68.34937962843753
0,51,1,2,1,232.38838258899486
0,24,1,12,0,371.2605881170178
1,22,0,11,1,263.62561401864286
1,28,0,15,1,216.42521583149707
1,25,1,18,1,220.1316322128547
0,58,0,17,0,357.0380030326091
0,45,0,13,1,353.81059763871474
0,24,1,6,1,113.5520491539407
1,64,1,0,1,125.70480759107421
0,63,0,6,0,58.13548370330776
0,42,1,15,0,112.1199056572199
1,31,1,18,1,120.34198301149092
1,33,0,19,1,253.00377546684018
0,52,1,14,0,136.34721590807962
1,33,0,14,1,52.556331574481526
0,21,0,5,0,93.43595607992903
0,36,0,7,1,198.551867330555
0,52,1,12,0,216.84189967888986
1,50,0,1,1,167.55945226850545
1,39,1,16,1,199.1857906088015
1,35,0,8,1,301.62783222030106
1,61,0,4,1,52.53628412895947
0,33,0,7,0,285.48075307422084
0,64,1,5,1,192.77253854986256
0,28,1,10,0,190.22623421684546
0,41,1,1,1,277.33351630256766
0,60,1,8,1,358.71061134225
0,61,0,9,0,267.0312186814765
0,25,1,7,0,110.42376603635495
1,37,0,1,0,64.77996947622441
0,27,1,7,0,147.2203256964181
0,20,0,12,1,336.31832457300607
0,64,1,1,1,174.9133830971441
1,62,0,1,1,200.0800065805821
1,34,1,10,0,262.3414528294062
1,63,0,0,1,391.8890150777099
0,51,1,7,1,88.04287989082806
0,50,0,15,1,194.6499854152453
1,50,1,19,1,350.9091387095905
0,40,1,7,1,395.52348833175273
0,59,0,11,0,103.04755400446128
1,20,1,18,0,190.54602357024467
1,33,0,14,1,243.06062443723192
0,36,1,17,1,124.12335577154734
0,48,0,15,1,125.0557043200309
1,46,1,5,0,135.90451970549552
1,63,1,17,1,369.7672572635472
1,43,1,12,1,67.13589803531768
0,18,1,4,1,204.07211072091127
1,38,1,10,1,309.79748586778067
1,58,1,10,1,193.35145001669392
0,47,1,19,1,144.55334293354144
1,40,1,2,1,307.4875651828246
0,47,0,11,0,253.45135255907437
1,48,1,19,1,229.66119242581829
0,39,0,11,1,341.7100169265335
1,45,0,1,1,76.79060513667234
1,59,0,5,1,311.4071371715565
1,19,0,5,1,271.4653662283937
1,52,0,0,1,172.14611106782243
1,27,0,1,1,67.42892711244355
0,59,1,6,1,89.91443563671777
1,48,1,8,0,91.92377830956403
1,61,1,6,1,120.71461852426434
0,53,0,19,1,161.5625772815897
1,59,0,3,1,126.68764384211008
1,36,1,12,1,383.4926170705301
0,22,0,16,1,95.42450669758969
0,19,0,7,0,305.2768189726182
0,58,1,10,1,249.40011555271826
0,27,1,19,1,366.1536789697905
0,33,1,2,0,262.1533554332427
0,37,0,2,0,380.1477215235734
1,41,0,16,1,173.57097357959898
1,21,1,9,1,188.6437483497268
1,62,1,0,0,125.54983902628588
0,30,0,16,1,139.7886423218545
0,64,1,15,0,386.5458612991137
0,45,1,4,0,105.48247485827446
1,51,1,14,1,161.22164396026648
0,32,1,18,1,171.21485017772173
1,24,1,5,0,121.71805057775933
0,64,0,12,0,357.1409710574087
0,31,0,17,1,236.9362306694958
0,24,1,18,0,115.97303517094103
1,56,0,10,1,334.288199603306
0,37,0,13,1,383.2417980816032
1,60,1,0,1,305.550193313971
1,38,0,18,1,172.14597459634047
0,32,1,12,0,167.41604539183209
0,39,0,6,0,232.36878154204203
1,43,1,12,0,333.24448529644496
0,40,1,15,1,340.3619696685941
0,42,1,19,0,324.7255470112635
0,41,1,19,1,65.45645615989717
0,36,1,13,0,239.16893924932768
0,63,1,12,1,194.07995679613006
